chain,project,symbol,pool,tvl_usd,apy,apy_base,apy_reward,apy_mean_30d,reward_share,apy_deviation_30d,score,status,side,reason,next_step
Plasma,fluid-lending,GHO,9c03c77d-e19c-4fcd-9b68-14e254676552,10748572.00,6.140000,2.880000,3.260000,6.534540,0.53094463,0.394540,3.766469,yield_context_watch,none,yield is context but not yet actionable,"check Plasma/fluid-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Arbitrum,morpho-blue,BITGETUSDT0,940650fd-f695-4178-b438-cc52a7cd59e9,10941269.00,2.302330,2.302330,0.000000,2.600480,0.00000000,0.298150,3.723663,yield_context_watch,none,yield is context but not yet actionable,"check Arbitrum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,GTMSUSDC,ca553126-d5b2-48fb-903b-e4585c18eed5,20859835.00,2.275280,2.275280,0.000000,2.989980,0.00000000,0.714700,3.628825,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,cap,STCUSD,bf6ca887-e357-49ec-8031-0d1a6141c455,72102846.00,5.345400,0.000000,0.000000,5.152550,0.00000000,0.192850,3.464507,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/cap custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,fx-protocol,FXUSDSTABILITYPOOLV2.0,abd6c9e1-3b52-459a-a31b-9022a4dcf7e2,57234769.00,6.370000,0.000000,0.000000,6.760200,0.00000000,0.390200,3.458575,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/fx-protocol custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,reservoir-protocol,WSRUSD,d646f32f-d5af-4e34-a29f-8ebeea6a8520,69554679.00,5.003510,0.000000,0.000000,4.774650,0.00000000,0.228860,3.255182,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/reservoir-protocol custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,frax,SFRAX,55de30c3-bf9f-4d4e-9e0b-536a8ef5ab35,65087505.00,1.249810,1.249810,0.000000,1.094670,0.00000000,0.155140,3.208362,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/frax custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,USDTB,baee0253-eb6e-4a08-a579-a2acd4f034b2,29791404.00,5.777460,2.377460,3.400000,5.438600,0.58849391,0.338860,3.202472,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Plasma,aave-v3,USDE,42eaf290-24c3-4ce0-82ab-c1276444871b,102987813.00,5.884390,1.646220,4.238170,5.275720,0.72023948,0.608670,3.142816,yield_context_watch,none,yield is context but not yet actionable,"check Plasma/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,RLUSD,98d07333-f5e4-4a48-8061-cfb4b73ccf79,82479435.00,5.239130,1.909540,3.329590,4.599150,0.63552346,0.639980,3.110607,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Tron,justlend,USDD,f179ea6c-3345-432f-b727-9e68e7881105,281476111.00,3.863690,0.001090,3.862600,3.999740,0.99971789,0.136050,3.095805,yield_context_watch,none,yield is context but not yet actionable,"check Tron/justlend custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,EURC,bdcf8682-1d72-42a7-b23e-f56d666dd10e,23140948.00,1.722060,1.722060,0.000000,1.945950,0.00000000,0.223890,3.083781,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,USDE,21e1ac8a-b3aa-4576-9506-0b40137721a0,140122728.00,5.236940,1.177080,4.059860,5.018320,0.77523516,0.218620,3.077614,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Tron,justlend,USDT,dac406f6-5600-437e-849d-f03daa383864,109629282.00,0.795170,0.795170,0.000000,1.468320,0.00000000,0.673150,3.060968,yield_context_watch,none,yield is context but not yet actionable,"check Tron/justlend custody, withdrawal path, APY source, capacity, and exit liquidity"
Plasma,aave-v3,SUSDE,6cf9108a-4832-4681-95d7-757d51d3b24a,283140894.00,4.238170,0.000000,4.238170,3.716220,1.00000000,0.521950,3.044916,yield_context_watch,none,yield is context but not yet actionable,"check Plasma/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,lista-lending,U,54d5ccee-2d2a-4e84-90f1-765c71d8a72d,58084959.00,1.289240,1.289240,0.000000,0.693480,0.00000000,0.595760,2.867027,yield_context_watch,none,yield is context but not yet actionable,"check BSC/lista-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,kamino-lend,PYUSD,44f4d357-a29d-4990-a64a-a8452be2d884,44861107.00,1.565740,1.565740,0.000000,0.555230,0.00000000,1.010510,2.796100,yield_context_watch,none,yield is context but not yet actionable,"check Solana/kamino-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,save,USDC,dde4c16c-504d-470b-9404-006287ce0906,12808174.00,1.680000,1.680000,0.000000,2.100120,0.00000000,0.420120,2.692091,yield_context_watch,none,yield is context but not yet actionable,"check Solana/save custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,resupply,CRVUSD,c4a3e969-02c4-479a-8837-ca498eea3583,17709786.00,1.490400,1.490400,0.000000,1.627130,0.00000000,0.136730,2.656798,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/resupply custody, withdrawal path, APY source, capacity, and exit liquidity"
Arbitrum,pendle,USDAI,d2bc2c4d-2080-4ad2-ba0f-ef4d6d6e5189,35252356.00,1.304280,1.272930,0.031350,1.215690,0.02403625,0.088590,2.604976,yield_context_watch,none,yield is context but not yet actionable,"check Arbitrum/pendle custody, withdrawal path, APY source, capacity, and exit liquidity"
Stable,morpho-blue,GTUSDTB,a259a0f0-8897-4740-b3b2-0ae1041f1bf0,18893063.00,7.787520,2.374930,5.412590,6.152360,0.69503385,1.635160,2.581554,yield_context_watch,none,yield is context but not yet actionable,"check Stable/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Tron,stusdt,STUSDT,11e29b13-2042-403a-ab27-d27f23b37c33,58480986.00,3.536500,0.000000,0.000000,3.556240,0.00000000,0.019740,2.572376,yield_context_watch,none,yield is context but not yet actionable,"check Tron/stusdt custody, withdrawal path, APY source, capacity, and exit liquidity"
Katana,metrom,USDC,2bf9103a-95b5-4567-a496-316a3948765c,13525067.00,3.464300,2.131500,1.332800,3.855210,0.38472419,0.390910,2.440579,yield_context_watch,none,yield is context but not yet actionable,"check Katana/metrom custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,sparklend,PYUSD,995b269a-8409-4c55-b97e-868f443b432e,87709554.00,0.419520,0.419520,0.000000,0.359080,0.00000000,0.060440,2.389159,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/sparklend custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,lista-lending,LISUSD,9f1fc935-5bd3-4327-aefe-6f09045bf092,28435254.00,1.111350,1.111350,0.000000,1.003160,0.00000000,0.108190,2.281951,yield_context_watch,none,yield is context but not yet actionable,"check BSC/lista-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Katana,yearn-finance,VBUSDC,0f185c65-9d48-48d2-85ab-7728314988e6,13520322.00,4.202040,2.131490,2.070540,4.770090,0.49274638,0.568050,2.197195,yield_context_watch,none,yield is context but not yet actionable,"check Katana/yearn-finance custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,SUSDE,29932dea-cd71-44c3-95bd-3e1525f4e3dd,263057823.00,4.059860,0.000000,4.059860,2.874820,1.00000000,1.185040,2.174076,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,GHO,41683a7c-20a2-4cd7-83a7-3ccedaad0db1,39560452.00,0.975040,0.975040,0.000000,1.369420,0.00000000,0.394380,2.114645,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,multipli.fi,XUSDC,aec4729d-5547-484c-962a-24ec9914603a,36454596.00,3.070000,0.000000,0.000000,3.056750,0.00000000,0.013250,1.949142,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/multipli.fi custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,curve-llamalend,CRVUSD,c38c4411-948a-4769-a93f-5860457a339c,17711997.00,2.117350,1.501700,0.615650,2.209010,0.29076440,0.091660,1.785166,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/curve-llamalend custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,euler-v2,USD0,4d48ed69-2a14-4609-91c0-bc129a6dc586,12127428.00,0.908360,0.908360,0.000000,0.912170,0.00000000,0.003810,1.693639,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/euler-v2 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aegis-yusd,YUSD,f91b2168-c279-475c-a98a-673220f4fee7,34211177.00,6.410000,0.000000,0.000000,3.802290,0.00000000,2.607710,1.683598,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aegis-yusd custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,convex-finance,CRVUSD,027b72c2-bf96-451b-ac5f-afe6859b0828,17714034.00,2.448010,1.501700,0.946310,2.364040,0.38656296,0.083970,1.538891,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/convex-finance custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,multipli.fi,XUSDT,2c1a4e26-63bc-4a94-911f-c439bb6c6e24,15600108.00,3.070000,0.000000,0.000000,3.056750,0.00000000,0.013250,1.532052,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/multipli.fi custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,resupply,SREUSD,a1b05c10-6d01-4b64-9247-4e86ca82a291,21110726.00,0.688080,0.688080,0.000000,0.768850,0.00000000,0.080770,1.474681,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/resupply custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,vesper,MSUSD,3987099a-9165-47a3-a92f-df14e8d60e45,21000305.00,1.010000,1.010000,0.000000,1.972390,0.00000000,0.962390,1.458572,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/vesper custody, withdrawal path, APY source, capacity, and exit liquidity"
BSC,venus-core-pool,U,d8e9bb79-79d3-4897-8a4f-8d489040097d,18294212.00,0.724940,0.724940,0.000000,1.212500,0.00000000,0.487560,1.233252,yield_context_watch,none,yield is context but not yet actionable,"check BSC/venus-core-pool custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,kamino-lend,USX,3c4e1d81-1242-44dc-9d45-86cdcb12b9a0,18326964.00,0.527380,0.527380,0.000000,0.508200,0.00000000,0.019180,1.198839,yield_context_watch,none,yield is context but not yet actionable,"check Solana/kamino-lend custody, withdrawal path, APY source, capacity, and exit liquidity"
Cronos,tectonic,USDC,0c3c1b07-7c36-4fbb-8e71-226e02bf15c1,54678749.00,0.117540,0.114500,0.003040,0.120060,0.02586354,0.002520,1.173025,yield_context_watch,none,yield is context but not yet actionable,"check Cronos/tectonic custody, withdrawal path, APY source, capacity, and exit liquidity"
Cronos,tectonic,USDT,b37c26c3-848f-45f0-bd75-af97f1674a4d,44902637.00,0.146940,0.146410,0.000540,0.147320,0.00367497,0.000380,1.117593,yield_context_watch,none,yield is context but not yet actionable,"check Cronos/tectonic custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,liquity-v2,BOLD,dac71f4f-7b97-463a-b19f-9796c56c21f1,10879187.00,1.710570,0.000000,0.000000,1.791460,0.00000000,0.080890,0.853278,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/liquity-v2 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,euler-v2,PYUSD,fa55aa2b-e244-4ce4-ab00-9e96b39df32b,13954583.00,4.440120,1.610950,2.829170,5.649250,0.63718323,1.209130,0.714069,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/euler-v2 custody, withdrawal path, APY source, capacity, and exit liquidity"
Stacks,zest-v2,USDC,d45867ba-dd86-45f4-9b89-1893b65eaf69,11567308.00,0.320000,0.320000,0.000000,0.369330,0.00000000,0.049330,0.713748,yield_context_watch,none,yield is context but not yet actionable,"check Stacks/zest-v2 custody, withdrawal path, APY source, capacity, and exit liquidity"
Sui,navi-lending,BUCK,1c81c0b0-db5e-4140-95bc-664c973e2d36,18744410.00,0.152930,0.152930,0.000000,0.128470,0.00000000,0.024460,0.604900,yield_context_watch,none,yield is context but not yet actionable,"check Sui/navi-lending custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,USDS,e65588a1-27ad-4e20-9232-68a6cfaccf63,12126239.00,0.179820,0.179820,0.000000,0.213300,0.00000000,0.033480,0.510149,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v4,FRXUSD,44da6781-e5d3-4b77-8171-e55571a8cc22,24952590.00,0.100850,0.100850,0.000000,0.370320,0.00000000,0.269470,0.498730,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v4 custody, withdrawal path, APY source, capacity, and exit liquidity"
Solana,credix,USDC,14bd0ebc-1c70-4b61-80a9-91390179286a,13529316.00,0.114940,0.114940,0.000000,0.114940,0.00000000,0.000000,0.454490,yield_context_watch,none,yield is context but not yet actionable,"check Solana/credix custody, withdrawal path, APY source, capacity, and exit liquidity"
Ink,tydro,USDC,4d296741-940d-44c1-a729-f6bd1f330f6f,13664337.00,0.734270,0.734270,0.000000,2.565090,0.00000000,1.830820,0.349627,yield_context_watch,none,yield is context but not yet actionable,"check Ink/tydro custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v4,USDG,411707d7-0293-4ad3-982d-72125e1f5de7,24970876.00,0.099110,0.099110,0.000000,0.849630,0.00000000,0.750520,0.207682,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v4 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,morpho-blue,SKYMONEYUSDSFLAGSHIP,61a5c79a-42d3-4de2-bcd2-13f73729c139,35740430.00,4.604690,0.330570,4.274110,4.516790,0.92820798,0.087900,-0.812203,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/morpho-blue custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,curve-llamalend,CRVUSD,fc689839-abf0-4649-a9dc-8a4778550f4b,24218360.00,1.519100,0.493900,1.025200,1.422820,0.67487328,0.096280,-1.072574,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/curve-llamalend custody, withdrawal path, APY source, capacity, and exit liquidity"
Mantle,aave-v3,SUSDE,a4e37545-203b-4412-9acd-3e8b1aa4d744,103812238.00,4.500000,0.000000,4.500000,2.668980,1.00000000,1.831020,-1.222367,yield_context_watch,none,yield is context but not yet actionable,"check Mantle/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,GHO,bf0660ab-38bf-48a4-9a6c-393ec0e2ff5f,15182748.00,6.320000,0.000000,6.320000,6.165920,1.00000000,0.154080,-1.260793,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,aave-v3,SGHO,ff2a68af-030c-4697-b0a1-b62a738eaef0,66719749.00,3.760930,0.000000,3.760930,4.379500,1.00000000,0.618570,-1.532375,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/aave-v3 custody, withdrawal path, APY source, capacity, and exit liquidity"
Berachain,berapaw,RE7HONEY,6e43f0da-2563-40f3-95fa-8bcf6e10b72b,11370347.00,4.957870,0.000000,4.957870,6.087940,1.00000000,1.130070,-2.467487,yield_context_watch,none,yield is context but not yet actionable,"check Berachain/berapaw custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,lagoon,GAMICUSPC,8d222944-11f4-49f3-9b64-1716eb8b7794,11991307.00,1.972790,1.972790,0.000000,12.034960,0.00000000,10.062170,-2.641012,yield_decay_watch,none,current APY differs materially from 30d mean,"check Ethereum/lagoon custody, withdrawal path, APY source, capacity, and exit liquidity"
Monad,curvance,VUSD,7e178994-eb38-4b0d-a3fd-ee60ab2e57ea,35777164.00,0.500000,0.000000,0.500000,0.363460,1.00000000,0.136540,-3.166381,yield_context_watch,none,yield is context but not yet actionable,"check Monad/curvance custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,accountable,USDC,3f3d129e-2891-4b9e-aba1-07adf8acd5f6,10077321.00,1.500000,0.000000,1.500000,1.506040,1.00000000,0.006040,-3.202078,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/accountable custody, withdrawal path, APY source, capacity, and exit liquidity"
Ethereum,termmax,RLUSD,48025068-1498-40d6-b6c8-c2f0536e325c,15231772.00,1.025490,0.016490,1.009000,0.407370,0.98391988,0.618120,-3.571932,yield_context_watch,none,yield is context but not yet actionable,"check Ethereum/termmax custody, withdrawal path, APY source, capacity, and exit liquidity"
