timestamp,close,volume,funding_rate,open_interest
2024-08-03T00:00:00+00:00,60680.09375,31753030589.0,4.247e-05,85283.126
2024-08-04T00:00:00+00:00,58116.9765625,31758917219.0,0.0001,88098.464
2024-08-05T00:00:00+00:00,53991.45703125,108991085584.0,5.967e-05,75212.503
2024-08-06T00:00:00+00:00,56034.31640625,49300484106.0,4.485e-05,76846.83
2024-08-07T00:00:00+00:00,55027.4609375,41637562185.0,3.241e-05,76977.234
2024-08-08T00:00:00+00:00,61710.13671875,45298472567.0,1.147e-05,74964.252
2024-08-09T00:00:00+00:00,60880.11328125,33425553115.0,4.846e-05,71916.705
2024-08-10T00:00:00+00:00,60945.8125,15745822278.0,-1.949e-05,71072.428
2024-08-11T00:00:00+00:00,58719.484375,22759754812.0,1.185e-05,70092.777
2024-08-12T00:00:00+00:00,59354.515625,37078637820.0,-2.238e-05,68490.559
2024-08-13T00:00:00+00:00,60609.56640625,30327698167.0,-3.902e-05,72127.824
2024-08-14T00:00:00+00:00,58737.26953125,29961696180.0,-7.811e-05,78050.791
2024-08-15T00:00:00+00:00,57560.09765625,35682112440.0,-6.181e-05,83767.535
2024-08-16T00:00:00+00:00,58894.10546875,29350938673.0,-5.57e-06,82133.267
2024-08-17T00:00:00+00:00,59478.97265625,13589684021.0,-1.52e-06,82618.622
2024-08-18T00:00:00+00:00,58483.96484375,17740625837.0,-3.149e-05,82695.127
2024-08-19T00:00:00+00:00,59493.453125,25911207712.0,-1.957e-05,79748.878
2024-08-20T00:00:00+00:00,59012.79296875,31613400008.0,1.419e-05,82720.661
2024-08-21T00:00:00+00:00,61175.19140625,32731154072.0,3.96e-06,85607.454
2024-08-22T00:00:00+00:00,60381.9140625,27625734377.0,-7.261e-05,83676.724
2024-08-23T00:00:00+00:00,64094.35546875,42530509233.0,-4.317e-05,86666.882
2024-08-24T00:00:00+00:00,64178.9921875,21430585163.0,6.395e-05,87051.136
2024-08-25T00:00:00+00:00,64333.54296875,18827683555.0,3.108e-05,87953.834
2024-08-26T00:00:00+00:00,62880.66015625,27682040631.0,3.789e-05,84295.242
2024-08-27T00:00:00+00:00,59504.1328125,39103882198.0,7.753e-05,81452.86
2024-08-28T00:00:00+00:00,59027.625,40289564698.0,1.143e-05,79140.046
2024-08-29T00:00:00+00:00,59388.1796875,32224990582.0,5.59e-06,81440.705
2024-08-30T00:00:00+00:00,59119.4765625,32292756405.0,2.927e-05,79855.24
2024-08-31T00:00:00+00:00,58969.8984375,12403470760.0,3.8e-05,80996.552
2024-09-01T00:00:00+00:00,57325.48828125,24592449997.0,-3.82e-06,82146.888
2024-09-02T00:00:00+00:00,59112.48046875,27036454524.0,-3.63e-06,82500.524
2024-09-03T00:00:00+00:00,57431.0234375,26666961053.0,4.598e-05,83178.403
2024-09-04T00:00:00+00:00,57971.5390625,35627680312.0,-1.47e-05,81107.801
2024-09-05T00:00:00+00:00,56160.48828125,31030280656.0,2.49e-05,83706.951
2024-09-06T00:00:00+00:00,53948.75390625,49361693566.0,1.428e-05,85488.795
2024-09-07T00:00:00+00:00,54139.6875,19061486526.0,-7.236e-05,83343.018
2024-09-08T00:00:00+00:00,54841.56640625,18268287531.0,-5.245e-05,84701.211
2024-09-09T00:00:00+00:00,57019.53515625,34618096173.0,-3.875e-05,87589.681
2024-09-10T00:00:00+00:00,57648.7109375,28857630507.0,-1.126e-05,86226.717
2024-09-11T00:00:00+00:00,57343.171875,37049062672.0,-5.212e-05,85823.416
2024-09-12T00:00:00+00:00,58127.01171875,33835707949.0,-2.95e-05,85500.095
2024-09-13T00:00:00+00:00,60571.30078125,32490528356.0,-2.443e-05,89407.534
2024-09-14T00:00:00+00:00,60005.12109375,16428405496.0,2.326e-05,87444.784
2024-09-15T00:00:00+00:00,59182.8359375,18120960867.0,4.02e-06,86288.806
2024-09-16T00:00:00+00:00,58192.5078125,32032822113.0,6.762e-05,84525.958
2024-09-17T00:00:00+00:00,60308.5390625,38075570118.0,5.327e-05,85409.353
2024-09-18T00:00:00+00:00,61649.6796875,40990702891.0,4.648e-05,83807.594
2024-09-19T00:00:00+00:00,62940.45703125,42710252573.0,4.072e-05,87179.866
2024-09-20T00:00:00+00:00,63192.9765625,35177164222.0,5.543e-05,86595.492
2024-09-21T00:00:00+00:00,63394.83984375,14408616220.0,8.234e-05,86575.326
2024-09-22T00:00:00+00:00,63648.7109375,20183348802.0,5.537e-05,85730.221
2024-09-23T00:00:00+00:00,63329.80078125,31400285425.0,5.304e-05,88986.639
2024-09-24T00:00:00+00:00,64301.96875,29938335243.0,-1.82e-06,91143.49
2024-09-25T00:00:00+00:00,63143.14453125,25078377700.0,1.336e-05,88401.77
2024-09-26T00:00:00+00:00,65181.01953125,36873129847.0,0.0001,88244.101
2024-09-27T00:00:00+00:00,65790.6640625,32058813449.0,2.275e-05,85849.737
2024-09-28T00:00:00+00:00,65887.6484375,15243637984.0,1.414e-05,85266.241
2024-09-29T00:00:00+00:00,65635.3046875,14788214575.0,7.253e-05,85611.604
2024-09-30T00:00:00+00:00,63329.5,37112957475.0,0.0001,86806.037
2024-10-01T00:00:00+00:00,60837.0078125,50220923500.0,0.0001,84304.326
2024-10-02T00:00:00+00:00,60632.78515625,40762722398.0,8.191e-05,82501.51
2024-10-03T00:00:00+00:00,60759.40234375,36106447279.0,4.99e-05,84456.344
2024-10-04T00:00:00+00:00,62067.4765625,29585472513.0,2.43e-06,84723.375
2024-10-05T00:00:00+00:00,62089.94921875,13305410749.0,8.61e-06,84276.544
2024-10-06T00:00:00+00:00,62818.953125,14776233667.0,4.18e-05,86185.674
2024-10-07T00:00:00+00:00,62236.66015625,34253562610.0,2.177e-05,83246.471
2024-10-08T00:00:00+00:00,62131.96875,28134475157.0,8.1e-05,85922.831
2024-10-09T00:00:00+00:00,60582.1015625,27670982363.0,7.939e-05,86901.553
2024-10-10T00:00:00+00:00,60274.5,30452813570.0,0.0001,85843.982
2024-10-11T00:00:00+00:00,62445.08984375,30327141594.0,1.2e-06,87533.767
2024-10-12T00:00:00+00:00,63193.0234375,16744110886.0,-1.489e-05,89354.75
2024-10-13T00:00:00+00:00,62851.375,18177529690.0,3.938e-05,85774.197
2024-10-14T00:00:00+00:00,66046.125,43706958056.0,0.0001,86445.082
2024-10-15T00:00:00+00:00,67041.109375,48863870879.0,0.0001,82779.101
2024-10-16T00:00:00+00:00,67612.71875,38195189534.0,0.0001,86461.085
2024-10-17T00:00:00+00:00,67399.8359375,32790898511.0,0.0001,81685.646
2024-10-18T00:00:00+00:00,68418.7890625,36857165014.0,0.0001,86390.062
2024-10-19T00:00:00+00:00,68362.734375,14443497908.0,0.0001,86749.239
2024-10-20T00:00:00+00:00,69001.703125,18975847518.0,0.0001,86609.797
2024-10-21T00:00:00+00:00,67367.8515625,37498611780.0,0.0001,86956.165
2024-10-22T00:00:00+00:00,67361.40625,31808472566.0,0.0001,86928.661
2024-10-23T00:00:00+00:00,66432.1953125,32263980353.0,0.0001,84249.392
2024-10-24T00:00:00+00:00,68161.0546875,31414428647.0,0.0001,85471.049
2024-10-25T00:00:00+00:00,66642.4140625,41469984306.0,0.0001,80098.846
2024-10-26T00:00:00+00:00,67014.6953125,19588098156.0,0.0001,80968.74
2024-10-27T00:00:00+00:00,67929.296875,16721307878.0,0.0001,82206.349
2024-10-28T00:00:00+00:00,69907.7578125,38799856657.0,8.946e-05,89115.037
2024-10-29T00:00:00+00:00,72720.4921875,58541874402.0,0.0001,90242.979
2024-10-30T00:00:00+00:00,72339.5390625,40646637831.0,0.0001,89315.493
2024-10-31T00:00:00+00:00,70215.1875,40627912076.0,0.0001,89544.929
2024-11-01T00:00:00+00:00,69482.46875,49989795365.0,0.0001,84087.599
2024-11-02T00:00:00+00:00,69289.2734375,18184612091.0,0.0001,85855.111
2024-11-03T00:00:00+00:00,68741.1171875,34868307655.0,0.0001,82985.243
2024-11-04T00:00:00+00:00,67811.5078125,41184819348.0,0.0001,84138.044
2024-11-05T00:00:00+00:00,69359.5625,46046889204.0,0.0001,82913.28
2024-11-06T00:00:00+00:00,75639.078125,118592653963.0,0.0001,89441.85
2024-11-07T00:00:00+00:00,75904.859375,63467654989.0,0.0001,88615.412
2024-11-08T00:00:00+00:00,76545.4765625,55176858003.0,0.0001,89975.084
2024-11-09T00:00:00+00:00,76778.8671875,29009480361.0,0.0001,87469.086
2024-11-10T00:00:00+00:00,80474.1875,82570594495.0,0.00014113,85939.832
2024-11-11T00:00:00+00:00,88701.484375,117966845037.0,0.0001,84951.36
2024-11-12T00:00:00+00:00,87955.8125,133673285375.0,0.00038754,84314.918
2024-11-13T00:00:00+00:00,90584.1640625,123559027869.0,0.00021856,83030.477
2024-11-14T00:00:00+00:00,87250.4296875,87616705248.0,0.0001,85959.147
2024-11-15T00:00:00+00:00,91066.0078125,78243109518.0,0.00010977,84836.027
2024-11-16T00:00:00+00:00,90558.4765625,44333192814.0,0.00013231,84696.56
2024-11-17T00:00:00+00:00,89845.8515625,46350159305.0,0.00010577,84052.753
2024-11-18T00:00:00+00:00,90542.640625,75535775084.0,0.00021318,84971.438
2024-11-19T00:00:00+00:00,92343.7890625,74521048295.0,0.00017959,85377.191
2024-11-20T00:00:00+00:00,94339.4921875,71730956426.0,0.0001,89561.299
2024-11-21T00:00:00+00:00,98504.7265625,106024505582.0,0.0001,89307.843
2024-11-22T00:00:00+00:00,98997.6640625,78473580551.0,0.0001,90671.153
2024-11-23T00:00:00+00:00,97777.28125,44414644677.0,0.0001,90282.742
2024-11-24T00:00:00+00:00,98013.8203125,51712020623.0,0.00023228,87507.222
2024-11-25T00:00:00+00:00,93102.296875,80909462490.0,0.00025233,90378.808
2024-11-26T00:00:00+00:00,91985.3203125,91656519855.0,0.00029599,87584.888
2024-11-27T00:00:00+00:00,95962.53125,71133452438.0,0.0001,86144.76
2024-11-28T00:00:00+00:00,95652.46875,52260008261.0,0.00011859,85987.754
2024-11-29T00:00:00+00:00,97461.5234375,54968682476.0,0.00021921,88021.766
2024-11-30T00:00:00+00:00,96449.0546875,31634227866.0,0.00012063,86886.501
2024-12-01T00:00:00+00:00,97279.7890625,36590695296.0,0.0001,86613.045
2024-12-02T00:00:00+00:00,95865.3046875,72680784305.0,0.00013387,86363.424
2024-12-03T00:00:00+00:00,96002.1640625,67067810961.0,0.00011952,87478.508
2024-12-04T00:00:00+00:00,98768.53125,77199817112.0,0.00023234,92642.832
2024-12-05T00:00:00+00:00,96593.5703125,149218945580.0,0.00047059,92201.575
2024-12-06T00:00:00+00:00,99920.7109375,94534772658.0,0.0001,89431.161
2024-12-07T00:00:00+00:00,99923.3359375,44177510897.0,0.0001409,88605.133
2024-12-08T00:00:00+00:00,101236.015625,44125751925.0,0.0001758,89375.095
2024-12-09T00:00:00+00:00,97432.71875,110676473908.0,0.00011115,89931.062
2024-12-10T00:00:00+00:00,96675.4296875,104823780634.0,0.0001,87743.112
2024-12-11T00:00:00+00:00,101173.03125,85391409936.0,0.0001,92933.371
2024-12-12T00:00:00+00:00,100043.0,72073983533.0,0.0001,91669.09
2024-12-13T00:00:00+00:00,101459.2578125,56894751583.0,0.0001,92004.474
2024-12-14T00:00:00+00:00,101372.96875,40422968793.0,0.0001,92610.017
2024-12-15T00:00:00+00:00,104298.6953125,51145914137.0,0.0001,98884.509
2024-12-16T00:00:00+00:00,106029.71875,91020417816.0,9.181e-05,93136.479
2024-12-17T00:00:00+00:00,106140.6015625,68589364868.0,0.0001,92379.01
2024-12-18T00:00:00+00:00,100041.5390625,93865656139.0,0.0001,92500.772
2024-12-19T00:00:00+00:00,97490.953125,97221662392.0,0.0001,91568.358
2024-12-20T00:00:00+00:00,97755.9296875,105634083408.0,0.0001,89107.0
2024-12-21T00:00:00+00:00,97224.7265625,51765334294.0,0.0001,87819.092
2024-12-22T00:00:00+00:00,95104.9375,43147981314.0,9.629e-05,86862.228
2024-12-23T00:00:00+00:00,94686.2421875,65239002919.0,8.981e-05,90262.465
2024-12-24T00:00:00+00:00,98676.09375,47114953674.0,0.0001,91745.762
2024-12-25T00:00:00+00:00,99299.1953125,33700394629.0,0.0001,91878.328
2024-12-26T00:00:00+00:00,95795.515625,47054980873.0,8.585e-05,89325.492
2024-12-27T00:00:00+00:00,94164.859375,52419934565.0,0.0001,89656.693
2024-12-28T00:00:00+00:00,95163.9296875,24107436185.0,5.173e-05,90696.294
2024-12-29T00:00:00+00:00,93530.2265625,29635885267.0,0.0001,89934.175
2024-12-30T00:00:00+00:00,92643.2109375,56188003691.0,0.0001,90901.515
2024-12-31T00:00:00+00:00,93429.203125,43625106843.0,0.0001,91237.347
2025-01-01T00:00:00+00:00,94419.7578125,24519888919.0,0.0001,92290.283
2025-01-02T00:00:00+00:00,96886.875,46009564411.0,0.0001,91933.181
