timestamp,asset,long_venue,short_venue,annualized_spread,hl_involved,hl_max_leverage,hl_open_interest,hl_day_notional_volume,hl_mark_oracle_abs_diff,hl_impact_spread,notes
2026-06-09T00:04:54.092480+00:00,ME,BybitPerp,BinPerp,3.54729630,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,HMSTR,HlPerp,BinPerp,3.10880136,True,3.0000,5195339204.00000000,1512202.96114300,0.00588235,0.00595238,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,UMA,BybitPerp,BinPerp,3.04394670,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,STABLE,BybitPerp,HlPerp,2.66082460,True,3.0000,68093470.00000000,474374.60937800,0.00347779,0.00106222,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,EIGEN,BybitPerp,BinPerp,1.58608560,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,PROVE,BybitPerp,BinPerp,1.55971800,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,POLYX,BybitPerp,BinPerp,1.55805360,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,USTC,BybitPerp,BinPerp,1.53284670,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,BNT,BybitPerp,BinPerp,1.53257295,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,BABY,BybitPerp,BinPerp,1.53188310,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,HEMI,BybitPerp,BinPerp,1.50365400,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,INIT,BybitPerp,BinPerp,1.50008430,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,AZTEC,BybitPerp,HlPerp,1.30342230,True,3.0000,92060722.00000000,294717.58371900,0.00056800,0.00277550,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,ZORA,BybitPerp,BinPerp,1.29766260,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,GMX,BybitPerp,HlPerp,1.28658120,True,3.0000,57893.82000000,184829.59874100,0.00045606,0.00222784,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,CYBER,BybitPerp,HlPerp,1.27024380,True,,,,,,Hyperliquid involved but market context not found
2026-06-09T00:04:54.092480+00:00,BRETT,BybitPerp,HlPerp,1.26870292,True,3.0000,28515468.00000000,182738.90212500,0.00196183,0.00303788,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,ZEC,BybitPerp,BinPerp,1.21212120,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,SUSHI,BybitPerp,HlPerp,1.15672515,True,3.0000,1281907.40000000,171366.92104900,0.00118589,0.00178020,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,WCT,BybitPerp,HlPerp,1.15255320,True,3.0000,4163796.00000000,129445.52059800,0.00144412,0.00162406,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,S,HlPerp,BinPerp,1.05112817,True,5.0000,17625468.00000000,186503.64535100,0.00203911,0.00073665,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,SAGA,HlPerp,BinPerp,1.03631851,True,3.0000,9161867.60000000,164530.43550400,0.00303260,0.00228311,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,KAITO,BybitPerp,BinPerp,0.99844290,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,kBONK,BybitPerp,HlPerp,0.95873820,True,10.0000,936521858.00000000,795165.61818900,0.00068275,0.00091075,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,PNUT,BybitPerp,BinPerp,0.92282220,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,NEO,BybitPerp,HlPerp,0.91713915,True,5.0000,124049.78000000,101774.75092000,0.00142660,0.00202756,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,NIL,BinPerp,HlPerp,0.81984840,True,3.0000,21483642.00000000,582005.97777200,0.00202694,0.00310942,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,MOVE,HlPerp,BybitPerp,0.80633435,True,3.0000,32326388.00000000,1586265.35971500,0.00167663,0.00262927,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,WLD,BybitPerp,BinPerp,0.78437040,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,MNT,BybitPerp,HlPerp,0.77106615,True,5.0000,5301781.60000000,246213.11196900,0.00094929,0.00082229,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,APE,BybitPerp,HlPerp,0.74123835,True,5.0000,7170983.60000000,1447689.16276900,0.00047927,0.00175775,Hyperliquid context available
2026-06-09T00:04:54.092480+00:00,TRUMP,BybitPerp,BinPerp,0.69751500,False,,,,,,Hyperliquid not involved; external venue feasibility still unknown
2026-06-09T00:04:54.092480+00:00,REZ,HlPerp,BinPerp,0.68969232,True,3.0000,182339374.00000000,91918.72481800,0.00153516,0.00276583,Hyperliquid context available
