sample_index,timestamp,source,action,asset,long_venue,short_venue,annualized_edge,net_8h_proxy,net_24h_proxy,liquidity_proxy,friction_proxy,reason
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,SNX,HlPerp,cash_or_spot_proxy,0.90477660,,,248782.76164900,0.00217901,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,AIXBT,HlPerp,cash_or_spot_proxy,0.87138260,,,269558.39913100,0.00363224,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,okx_hl_current,paper_24h_monitor,WLD,OkxSwap,HlPerp,0.83420387,-0.00043336,0.00109030,485799.79993648,0.00119519,OKX and Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,BABY,HlPerp,cash_or_spot_proxy,0.82029866,,,1736260.65285900,0.00160534,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,MON,HlPerp,cash_or_spot_proxy,0.72988145,,,2410144.89026000,0.00154628,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,MORPHO,HlPerp,cash_or_spot_proxy,0.72349015,,,801468.72386000,0.00291002,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,BIO,HlPerp,cash_or_spot_proxy,0.70311614,,,627946.82916100,0.00038995,long_perp_receives_funding
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,0G,HlPerp,BybitPerp,0.63753528,,,163345.84976000,0.00169325,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,BSV,HlPerp,BybitPerp,0.63556253,,,203329.42401000,0.00333320,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,POPCAT,HlPerp,BybitPerp,0.60384344,,,460229.49066100,0.00182927,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,predicted_cross_venue,current_funding_monitor,PROVE,HlPerp,BinPerp,0.59593229,,,135726.64036000,0.00221967,Hyperliquid context available
5,2026-06-07T14:36:17.871143+00:00,hl_single_venue,current_funding_monitor,POPCAT,HlPerp,cash_or_spot_proxy,0.59589462,,,460229.49066100,0.00192612,long_perp_receives_funding
